date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:25:07	4109/4109	---M--	200	added ('OK')	image/png	etag:%225d514f3a-100d%22	https://adnow.com/images/favicons/apple-touch-icon-120x120.png	D:/new%20website/adnow.com/images/favicons/apple-touch-icon-120x120.png	(from https://adnow.com/about)
01:25:08	4896/4896	---M--	200	added ('OK')	image/png	etag:%225d514f3a-1320%22	https://adnow.com/images/favicons/apple-touch-icon-144x144.png	D:/new%20website/adnow.com/images/favicons/apple-touch-icon-144x144.png	(from https://adnow.com/about)
01:25:08	6146/6146	---M--	200	added ('OK')	image/png	etag:%225d514f3a-1802%22	https://adnow.com/images/favicons/apple-touch-icon-180x180.png	D:/new%20website/adnow.com/images/favicons/apple-touch-icon-180x180.png	(from https://adnow.com/about)
01:25:08	5149/5149	---M--	200	added ('OK')	image/png	etag:%225d514f3a-141d%22	https://adnow.com/images/favicons/apple-touch-icon-152x152.png	D:/new%20website/adnow.com/images/favicons/apple-touch-icon-152x152.png	(from https://adnow.com/about)
01:25:09	1453/1453	---M--	200	added ('OK')	image/png	etag:%225d514f3a-5ad%22	https://adnow.com/images/favicons/favicon-32x32.png	D:/new%20website/adnow.com/images/favicons/favicon-32x32.png	(from https://adnow.com/about)
01:25:09	7254/7254	---M--	200	added ('OK')	image/png	etag:%225d514f3a-1c56%22	https://adnow.com/images/favicons/favicon-194x194.png	D:/new%20website/adnow.com/images/favicons/favicon-194x194.png	(from https://adnow.com/about)
01:25:09	5796/5796	---M--	200	added ('OK')	image/png	etag:%225d514f3a-16a4%22	https://adnow.com/images/favicons/android-chrome-192x192.png	D:/new%20website/adnow.com/images/favicons/android-chrome-192x192.png	(from https://adnow.com/about)
01:25:09	3750/3750	---M--	200	added ('OK')	image/png	etag:%225d514f3a-ea6%22	https://adnow.com/images/favicons/favicon-96x96.png	D:/new%20website/adnow.com/images/favicons/favicon-96x96.png	(from https://adnow.com/about)
01:25:10	1172/1172	---M--	200	added ('OK')	image/png	etag:%225d514f3a-494%22	https://adnow.com/images/favicons/favicon-16x16.png	D:/new%20website/adnow.com/images/favicons/favicon-16x16.png	(from https://adnow.com/about)
01:25:10	719/719	---MCZ	200	added ('OK')	application/json	etag:W/%225d514f3a-2cf%22	https://adnow.com/images/favicons/manifest.json	D:/new%20website/adnow.com/images/favicons/manifest.json	(from https://adnow.com/about)
01:25:11	89763/89763	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2003%20Sep%202019%2005:25:12%20GMT	https://connect.facebook.net/en_US/fbevents.js	D:/new%20website/connect.facebook.net/en_US/fbevents.js	(from https://adnow.com/about)
01:25:12	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2003%20Sep%202019%2005:25:13%20GMT	http://www.googletagmanager.com/gtm.js?id=	D:/new%20website/www.googletagmanager.com/gtm.1c5445.delayed	(from https://adnow.com/about)
01:25:12	46323/46323	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b4f3-59037ea9e1390%22	http://cdn.sendpulse.com/28edd3380a1c17cf65b137fe96516659/js/push/334a5c027fa640581746c496eb9fd652_1.js	D:/new%20website/cdn.sendpulse.com/28edd3380a1c17cf65b137fe96516659/js/push/334a5c027fa640581746c496eb9fd652_1.js	(from https://adnow.com/about)
01:25:13	24995/24995	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202019%2005:25:14%20GMT	https://adnow.com/cookie-policy	D:/new%20website/adnow.com/cookie-policy.html	(from https://adnow.com/about)
01:25:14	19307/19307	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202019%2005:25:15%20GMT	https://adnow.com/login	D:/new%20website/adnow.com/login.html	(from https://adnow.com/about)
01:25:14	23817/23817	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202019%2005:25:15%20GMT	https://adnow.com/sign-up	D:/new%20website/adnow.com/sign-up.html	(from https://adnow.com/about)
01:25:14	30138/30138	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202019%2005:25:16%20GMT	https://adnow.com/advertisers	D:/new%20website/adnow.com/advertisers.html	(from https://adnow.com/about)
01:25:15	41094/41094	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202019%2005:25:16%20GMT	https://adnow.com/	D:/new%20website/adnow.com/index.html	(from https://adnow.com/about)
01:25:15	25769/25769	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202019%2005:25:16%20GMT	https://adnow.com/publishers	D:/new%20website/adnow.com/publishers.html	(from https://adnow.com/about)
01:25:16	37572/37572	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202019%2005:25:17%20GMT	https://adnow.com/ssp	D:/new%20website/adnow.com/ssp.html	(from https://adnow.com/about)
01:25:16	29923/29923	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202019%2005:25:17%20GMT	https://adnow.com/help	D:/new%20website/adnow.com/help.html	(from https://adnow.com/about)
01:25:17	19649/19649	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202017%2015:10:28%20GMT	https://adnow.com/contacts	D:/new%20website/adnow.com/contacts.html	(from https://adnow.com/about)
01:25:17	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Sep%202019%2005:25:18%20GMT	https://adnow.com/blog	D:/new%20website/adnow.com/blog	(from https://adnow.com/about)
01:25:18	7920/7920	---M--	200	added ('OK')	image/png	etag:%225d514f3a-1ef0%22	https://adnow.com/images/logo.png	D:/new%20website/adnow.com/images/logo.png	(from https://adnow.com/about)
01:25:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Sep%202019%2005:25:19%20GMT	http://adnow.com/blog/	D:/new%20website/adnow.com/blog/index.html	(from https://adnow.com/about)
01:25:18	380276/380276	---M--	200	added ('OK')	image/jpeg	etag:%225d514f3a-5cd74%22	https://adnow.com/images/his-1.jpg	D:/new%20website/adnow.com/images/his-1.jpg	(from https://adnow.com/about)
01:25:19	98851/98851	---M--	200	added ('OK')	image/jpeg	etag:%225d514f3a-18223%22	https://adnow.com/images/his-2.jpg	D:/new%20website/adnow.com/images/his-2.jpg	(from https://adnow.com/about)
01:25:19	71635/71635	---M--	200	added ('OK')	image/jpeg	etag:%225d514f3a-117d3%22	https://adnow.com/images/his-3.jpg	D:/new%20website/adnow.com/images/his-3.jpg	(from https://adnow.com/about)
01:25:19	101824/101824	---M--	200	added ('OK')	image/jpeg	etag:%225d514f3a-18dc0%22	https://adnow.com/images/his-4.jpg	D:/new%20website/adnow.com/images/his-4.jpg	(from https://adnow.com/about)
01:25:19	32724/32724	---M--	200	added ('OK')	image/png	etag:%225d514f3a-7fd4%22	https://adnow.com/images/team/rayees_wani.png	D:/new%20website/adnow.com/images/team/rayees_wani.png	(from https://adnow.com/about)
01:25:20	51704/51704	---M--	200	added ('OK')	image/png	etag:%225d514f3a-c9f8%22	https://adnow.com/images/team/pham_thanh_trung.png	D:/new%20website/adnow.com/images/team/pham_thanh_trung.png	(from https://adnow.com/about)
01:25:20	13794/13794	---M--	200	added ('OK')	image/png	etag:%225d514f3a-35e2%22	https://adnow.com/images/press1.png	D:/new%20website/adnow.com/images/press1.png	(from https://adnow.com/about)
01:25:20	48911/48911	---M--	200	added ('OK')	image/png	etag:%225d514f3a-bf0f%22	https://adnow.com/images/press2.png	D:/new%20website/adnow.com/images/press2.png	(from https://adnow.com/about)
01:25:20	13749/13749	---M--	200	added ('OK')	image/png	etag:%225d514f3a-35b5%22	https://adnow.com/images/press3.png	D:/new%20website/adnow.com/images/press3.png	(from https://adnow.com/about)
01:25:20	20487/20487	---M--	200	added ('OK')	image/png	etag:%225d514f3a-5007%22	https://adnow.com/images/press4.png	D:/new%20website/adnow.com/images/press4.png	(from https://adnow.com/about)
01:25:21	51203/51203	---M--	200	added ('OK')	image/png	etag:%225d514f3a-c803%22	https://adnow.com/images/press5.png	D:/new%20website/adnow.com/images/press5.png	(from https://adnow.com/about)
01:25:21	4758/4758	---M--	200	added ('OK')	image/png	etag:%225d514f3a-1296%22	https://adnow.com/images/press6.png	D:/new%20website/adnow.com/images/press6.png	(from https://adnow.com/about)
01:25:21	4014/4014	---M--	200	added ('OK')	image/png	etag:%225d514f3a-fae%22	https://adnow.com/images/press7.png	D:/new%20website/adnow.com/images/press7.png	(from https://adnow.com/about)
01:25:21	9701/9701	---M--	200	added ('OK')	image/png	etag:%225d514f3a-25e5%22	https://adnow.com/images/press8.png	D:/new%20website/adnow.com/images/press8.png	(from https://adnow.com/about)
01:25:22	23702/23702	---M--	200	added ('OK')	image/png	etag:%225d514f3a-5c96%22	https://adnow.com/images/press9.png	D:/new%20website/adnow.com/images/press9.png	(from https://adnow.com/about)
01:25:22	32610/32610	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202019%2005:25:23%20GMT	https://adnow.com/terms	D:/new%20website/adnow.com/terms.html	(from https://adnow.com/about)
01:25:23	33707/33707	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Sep%202019%2005:25:24%20GMT	https://adnow.com/privacy-policy	D:/new%20website/adnow.com/privacy-policy.html	(from https://adnow.com/about)
01:25:23	1226/1226	---M--	200	added ('OK')	image/png	etag:%225d514f3a-4ca%22	https://adnow.com/images/payicons/visa_pos_fc.png	D:/new%20website/adnow.com/images/payicons/visa_pos_fc.png	(from https://adnow.com/about)
01:25:23	16779/16779	---M--	200	added ('OK')	image/png	etag:%225d514f3a-418b%22	https://adnow.com/images/payicons/visa_electron_fc.png	D:/new%20website/adnow.com/images/payicons/visa_electron_fc.png	(from https://adnow.com/about)
01:25:23	9450/9450	---M--	200	added ('OK')	image/png	etag:%225d514f3a-24ea%22	https://adnow.com/images/payicons/vbyvisa_wht.png	D:/new%20website/adnow.com/images/payicons/vbyvisa_wht.png	(from https://adnow.com/about)
01:25:24	2028/2028	---M--	200	added ('OK')	image/png	etag:%225d514f3a-7ec%22	https://adnow.com/images/payicons/mc_vrt_opt_rev_53_2x.png	D:/new%20website/adnow.com/images/payicons/mc_vrt_opt_rev_53_2x.png	(from https://adnow.com/about)
01:25:24	2620/2620	---M--	200	added ('OK')	image/png	etag:%225d514f3a-a3c%22	https://adnow.com/images/payicons/ms_acc_opt_70_2x.png	D:/new%20website/adnow.com/images/payicons/ms_acc_opt_70_2x.png	(from https://adnow.com/about)
01:25:24	2695/2695	---M--	200	added ('OK')	image/png	etag:%225d514f3a-a87%22	https://adnow.com/images/payicons/mc_securecode_156px_width.png	D:/new%20website/adnow.com/images/payicons/mc_securecode_156px_width.png	(from https://adnow.com/about)
01:25:24	875/875	---M--	200	added ('OK')	image/png	etag:%225d514f3a-36b%22	https://adnow.com/images/payicons/vpay.png	D:/new%20website/adnow.com/images/payicons/vpay.png	(from https://adnow.com/about)
01:25:25	4068/4068	---M--	200	added ('OK')	image/png	etag:%225d514f3a-fe4%22	https://adnow.com/images/paypal.png	D:/new%20website/adnow.com/images/paypal.png	(from https://adnow.com/about)
01:25:25	1612/1612	---M--	200	added ('OK')	image/png	etag:%225d514f3a-64c%22	https://adnow.com/images/soc/fb.png	D:/new%20website/adnow.com/images/soc/fb.png	(from https://adnow.com/about)
01:25:25	1773/1773	---M--	200	added ('OK')	image/png	etag:%225d514f3a-6ed%22	https://adnow.com/images/soc/tw.png	D:/new%20website/adnow.com/images/soc/tw.png	(from https://adnow.com/about)
01:25:25	1734/1734	---M--	200	added ('OK')	image/png	etag:%225d514f3a-6c6%22	https://adnow.com/images/soc/in.png	D:/new%20website/adnow.com/images/soc/in.png	(from https://adnow.com/about)
01:25:25	1862/1862	---M--	200	added ('OK')	image/png	etag:%225d514f3a-746%22	https://adnow.com/images/soc/yt.png	D:/new%20website/adnow.com/images/soc/yt.png	(from https://adnow.com/about)
01:25:26	1802/1802	---M--	200	added ('OK')	image/png	etag:%225d514f3a-70a%22	https://adnow.com/images/soc/inst.png	D:/new%20website/adnow.com/images/soc/inst.png	(from https://adnow.com/about)
01:25:26	35951/35951	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d514f3a-8c6f%22	https://adnow.com/bootstrap/js/bootstrap.min.js	D:/new%20website/adnow.com/bootstrap/js/bootstrap.min.js	(from https://adnow.com/about)
01:25:26	10804/10804	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d514f3a-2a34%22	https://adnow.com/js/jquery.knob.min.js	D:/new%20website/adnow.com/js/jquery.knob.min.js	(from https://adnow.com/about)
01:25:26	210463/210463	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d514f3a-3361f%22	https://adnow.com/js/jquery-ui-1.8.16.custom.min.js	D:/new%20website/adnow.com/js/jquery-ui-1.8.16.custom.min.js	(from https://adnow.com/about)
01:25:26	5945/5945	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d514f3a-1739%22	https://adnow.com/js/countUp.js?v=001	D:/new%20website/adnow.com/js/countUpad05.js	(from https://adnow.com/about)
01:25:27	59123/59123	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d514f3a-e6f3%22	https://adnow.com/js/allinone_carousel.js	D:/new%20website/adnow.com/js/allinone_carousel.js	(from https://adnow.com/about)
01:25:27	269/269	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d514f3a-10d%22	https://adnow.com/js/bcarousel.js	D:/new%20website/adnow.com/js/bcarousel.js	(from https://adnow.com/about)
01:25:27	1427/1427	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d514f3a-593%22	https://adnow.com/js/jquery.plaxmove.js	D:/new%20website/adnow.com/js/jquery.plaxmove.js	(from https://adnow.com/about)
01:25:27	1947/1947	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d514f3a-79b%22	https://adnow.com/js/main.js?v=1	D:/new%20website/adnow.com/js/main3860.js	(from https://adnow.com/about)
01:25:28	21090/21090	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d514f3a-5262%22	https://adnow.com/js_lib/jquery.validate/jquery.validate.min.js	D:/new%20website/adnow.com/js_lib/jquery.validate/jquery.validate.min.js	(from https://adnow.com/about)
01:25:28	3139/3139	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d514f3a-c43%22	https://adnow.com/js_lib/jquery.cookie.js	D:/new%20website/adnow.com/js_lib/jquery.cookie.js	(from https://adnow.com/about)
01:25:28	5989/5989	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d514f3a-1765%22	https://adnow.com/js/script.js?v=001	D:/new%20website/adnow.com/js/scriptad05.js	(from https://adnow.com/about)
01:25:28	79132/79132	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d514f3a-1351c%22	https://adnow.com/js/owl.carousel.js	D:/new%20website/adnow.com/js/owl.carousel.js	(from https://adnow.com/about)
01:25:29	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225d514f3a-4e9f%22	https://adnow.com/bootstrap/fonts/glyphicons-halflings-regular.eot	D:/new%20website/adnow.com/bootstrap/fonts/glyphicons-halflings-regular.eot	(from https://adnow.com/bootstrap/css/bootstrap.min.css?v=005)
01:25:30	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225d514f3a-4e9f%22	https://adnow.com/bootstrap/fonts/glyphicons-halflings-regular.eot?	D:/new%20website/adnow.com/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from https://adnow.com/bootstrap/css/bootstrap.min.css?v=005)
01:25:31	18028/18028	---M--	200	added ('OK')	application/octet-stream	etag:%225d514f3a-466c%22	https://adnow.com/bootstrap/fonts/glyphicons-halflings-regular.woff2	D:/new%20website/adnow.com/bootstrap/fonts/glyphicons-halflings-regular.woff2	(from https://adnow.com/bootstrap/css/bootstrap.min.css?v=005)
01:25:31	23424/23424	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225d514f3a-5b80%22	https://adnow.com/bootstrap/fonts/glyphicons-halflings-regular.woff	D:/new%20website/adnow.com/bootstrap/fonts/glyphicons-halflings-regular.woff	(from https://adnow.com/bootstrap/css/bootstrap.min.css?v=005)
01:25:32	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%225d514f3a-b15c%22	https://adnow.com/bootstrap/fonts/glyphicons-halflings-regular.ttf	D:/new%20website/adnow.com/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from https://adnow.com/bootstrap/css/bootstrap.min.css?v=005)
01:25:33	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d514f3a-1a8c2%22	https://adnow.com/bootstrap/fonts/glyphicons-halflings-regular.svg	D:/new%20website/adnow.com/bootstrap/fonts/glyphicons-halflings-regular.svg	(from https://adnow.com/bootstrap/css/bootstrap.min.css?v=005)
01:25:34	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225d514f3a-11497%22	https://adnow.com/fonts/fontawesome-webfont.eot?v=4.5.0	D:/new%20website/adnow.com/fonts/fontawesome-webfont3295.eot	(from https://adnow.com/css/font-awesome.min.css?v=005)
01:25:35	66624/66624	---M--	200	added ('OK')	application/octet-stream	etag:%225d514f3a-10440%22	https://adnow.com/fonts/fontawesome-webfont.woff2?v=4.5.0	D:/new%20website/adnow.com/fonts/fontawesome-webfont3295.woff2	(from https://adnow.com/css/font-awesome.min.css?v=005)
01:25:35	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225d514f3a-11497%22	https://adnow.com/fonts/fontawesome-webfont.eot?	D:/new%20website/adnow.com/fonts/fontawesome-webfontd41d.eot	(from https://adnow.com/css/font-awesome.min.css?v=005)
01:25:35	83588/83588	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225d514f3a-14684%22	https://adnow.com/fonts/fontawesome-webfont.woff?v=4.5.0	D:/new%20website/adnow.com/fonts/fontawesome-webfont3295.woff	(from https://adnow.com/css/font-awesome.min.css?v=005)
01:25:36	142072/142072	---M--	200	added ('OK')	application/octet-stream	etag:%225d514f3a-22af8%22	https://adnow.com/fonts/fontawesome-webfont.ttf?v=4.5.0	D:/new%20website/adnow.com/fonts/fontawesome-webfont3295.ttf	(from https://adnow.com/css/font-awesome.min.css?v=005)
01:25:37	365616/365616	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d514f3a-59430%22	https://adnow.com/fonts/fontawesome-webfont.svg?v=4.5.0	D:/new%20website/adnow.com/fonts/fontawesome-webfont3295.svg	(from https://adnow.com/css/font-awesome.min.css?v=005)
01:25:38	120724/120724	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225d514f3a-1d794%22	https://adnow.com/fonts/ionicons.eot?v=2.0.0	D:/new%20website/adnow.com/fonts/ionicons28b5.eot	(from https://adnow.com/css/ionicons.min.css?v=005)
01:25:38	188508/188508	---M--	200	added ('OK')	application/octet-stream	etag:%225d514f3a-2e05c%22	https://adnow.com/fonts/ionicons.ttf?v=2.0.0	D:/new%20website/adnow.com/fonts/ionicons28b5.ttf	(from https://adnow.com/css/ionicons.min.css?v=005)
01:25:39	67904/67904	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225d514f3a-10940%22	https://adnow.com/fonts/ionicons.woff?v=2.0.0	D:/new%20website/adnow.com/fonts/ionicons28b5.woff	(from https://adnow.com/css/ionicons.min.css?v=005)
01:25:40	164040/164040	---M--	200	added ('OK')	application/octet-stream	etag:%225d514f3a-280c8%22	https://adnow.com/fonts/Geometria-Thin.otf	D:/new%20website/adnow.com/fonts/Geometria-Thin.otf	(from https://adnow.com/css/adnow.css?v=005)
01:25:40	333834/333834	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d514f3a-5180a%22	https://adnow.com/fonts/ionicons.svg?v=2.0.0	D:/new%20website/adnow.com/fonts/ionicons28b5.svg	(from https://adnow.com/css/ionicons.min.css?v=005)
01:25:40	163352/163352	---M--	200	added ('OK')	application/octet-stream	etag:%225d514f3a-27e18%22	https://adnow.com/fonts/Geometria-Light.otf	D:/new%20website/adnow.com/fonts/Geometria-Light.otf	(from https://adnow.com/css/adnow.css?v=005)
01:25:41	167416/167416	---M--	200	added ('OK')	application/octet-stream	etag:%225d514f3a-28df8%22	https://adnow.com/fonts/Geometria-ExtraLight.otf	D:/new%20website/adnow.com/fonts/Geometria-ExtraLight.otf	(from https://adnow.com/css/adnow.css?v=005)
01:25:42	167732/167732	---M--	200	added ('OK')	application/octet-stream	etag:%225d514f3a-28f34%22	https://adnow.com/fonts/Geometria.otf	D:/new%20website/adnow.com/fonts/Geometria.otf	(from https://adnow.com/css/adnow.css?v=005)
01:25:42	166468/166468	---M--	200	added ('OK')	application/octet-stream	etag:%225d514f3a-28a44%22	https://adnow.com/fonts/Geometria-Bold.otf	D:/new%20website/adnow.com/fonts/Geometria-Bold.otf	(from https://adnow.com/css/adnow.css?v=005)
01:25:43	95760/95760	---M--	200	added ('OK')	application/octet-stream	etag:%225d514f3a-17610%22	https://adnow.com/fonts/NunitoSans/NunitoSans-Regular.ttf	D:/new%20website/adnow.com/fonts/NunitoSans/NunitoSans-Regular.ttf	(from https://adnow.com/css/adnow.css?v=005)
01:25:44	94348/94348	---M--	200	added ('OK')	application/octet-stream	etag:%225d514f3a-1708c%22	https://adnow.com/fonts/NunitoSans/NunitoSans-ExtraLight.ttf	D:/new%20website/adnow.com/fonts/NunitoSans/NunitoSans-ExtraLight.ttf	(from https://adnow.com/css/adnow.css?v=005)
01:25:44	94092/94092	---M--	200	added ('OK')	application/octet-stream	etag:%225d514f3a-16f8c%22	https://adnow.com/fonts/NunitoSans/NunitoSans-Light.ttf	D:/new%20website/adnow.com/fonts/NunitoSans/NunitoSans-Light.ttf	(from https://adnow.com/css/adnow.css?v=005)
01:25:45	30032/30032	---M--	200	added ('OK')	image/png	etag:%225d514f3a-7550%22	https://adnow.com/images/logo-bg.png	D:/new%20website/adnow.com/images/logo-bg.png	(from https://adnow.com/css/adnow.css?v=005)
01:25:45	356610/356610	---M--	200	added ('OK')	image/jpeg	etag:%225d514f3a-57102%22	https://adnow.com/images/bg-1.jpg	D:/new%20website/adnow.com/images/bg-1.jpg	(from https://adnow.com/css/adnow.css?v=005)
01:25:45	147844/147844	---M--	200	added ('OK')	image/png	etag:%225d514f3a-24184%22	https://adnow.com/images/violet-bg.png	D:/new%20website/adnow.com/images/violet-bg.png	(from https://adnow.com/css/adnow.css?v=005)
01:25:46	92748/92748	---M--	200	added ('OK')	image/png	etag:%225d514f3a-16a4c%22	https://adnow.com/images/dark-violet-bg.png	D:/new%20website/adnow.com/images/dark-violet-bg.png	(from https://adnow.com/css/adnow.css?v=005)
01:25:47	3499/3499	---M--	200	added ('OK')	image/png	etag:%225d514f3a-dab%22	https://adnow.com/images/btn-bg-white.png	D:/new%20website/adnow.com/images/btn-bg-white.png	(from https://adnow.com/css/adnow.css?v=005)
01:25:47	623414/623414	---M--	200	added ('OK')	image/png	etag:%225d514f3a-98336%22	https://adnow.com/images/adv-bg.png	D:/new%20website/adnow.com/images/adv-bg.png	(from https://adnow.com/css/adnow.css?v=005)
01:25:47	3511/3511	---M--	200	added ('OK')	image/png	etag:%225d514f3a-db7%22	https://adnow.com/images/btn-bg-black.png	D:/new%20website/adnow.com/images/btn-bg-black.png	(from https://adnow.com/css/adnow.css?v=005)
01:25:47	3473/3473	---M--	200	added ('OK')	image/png	etag:%225d514f3a-d91%22	https://adnow.com/images/btn-bg-violet-dark.png	D:/new%20website/adnow.com/images/btn-bg-violet-dark.png	(from https://adnow.com/css/adnow.css?v=005)
01:25:48	3476/3476	---M--	200	added ('OK')	image/png	etag:%225d514f3a-d94%22	https://adnow.com/images/btn-bg-violet-light.png	D:/new%20website/adnow.com/images/btn-bg-violet-light.png	(from https://adnow.com/css/adnow.css?v=005)
